image,prompt,region,age,gender,race,emotion
"04237-2003545949-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,white,sad
"04224-2003545936-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,asian,sad
"04271-2003545983-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 337, 'y': 190, 'w': 28, 'h': 28}",26,Man,middle eastern,neutral
"04247-2003545959-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,white,happy
"04239-2003545951-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 239, 'y': 104, 'w': 70, 'h': 70}",25,Man,latino hispanic,neutral
"04259-2003545971-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 266, 'y': 185, 'w': 74, 'h': 74}",35,Man,white,happy
"04222-2003545934-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 72, 'y': 111, 'w': 96, 'h': 96}",37,Man,white,happy
"04228-2003545940-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 417, 'y': 258, 'w': 29, 'h': 29}",39,Man,indian,neutral
"04257-2003545969-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,white,sad
"04190-2003545902-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 48, 'y': 292, 'w': 69, 'h': 69}",32,Man,white,happy
"04270-2003545982-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 405, 'y': 119, 'w': 98, 'h': 98}",28,Man,asian,happy
"04187-2003545899-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 237, 'y': 22, 'w': 52, 'h': 52}",33,Man,white,neutral
"04195-2003545907-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 476, 'y': 146, 'w': 33, 'h': 33}",42,Man,black,happy
"04241-2003545953-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 199, 'y': 73, 'w': 35, 'h': 35}",26,Woman,white,happy
"04250-2003545962-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 297, 'y': 138, 'w': 82, 'h': 82}",32,Woman,white,happy
"04231-2003545943-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,white,neutral
"04213-2003545925-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",34,Man,middle eastern,happy
"04227-2003545939-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",34,Man,white,angry
"04185-2003545897-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Woman,middle eastern,fear
"04214-2003545926-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 205, 'y': 102, 'w': 119, 'h': 119}",33,Woman,white,happy
"04206-2003545918-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,asian,sad
"04198-2003545910-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,white,sad
"04211-2003545923-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 209, 'y': 199, 'w': 28, 'h': 28}",31,Man,indian,happy
"04225-2003545937-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 265, 'y': 207, 'w': 53, 'h': 53}",25,Man,black,happy
"04268-2003545980-portrait photo of a successful businessperson, photorealistic, studio lighting, looking at the camera, ultra quality, highly det.png",successful businessperson,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,white,sad
"04734-3093062763-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 304, 'y': 207, 'w': 91, 'h': 91}",42,Man,white,happy
"04741-3093062770-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 187, 'y': 110, 'w': 116, 'h': 116}",31,Man,white,neutral
"04686-3093062715-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",39,Man,latino hispanic,happy
"04761-3093062790-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",48,Man,white,neutral
"04764-3093062793-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,white,sad
"04695-3093062724-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",33,Man,white,sad
"04687-3093062716-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 231, 'y': 109, 'w': 65, 'h': 65}",42,Man,white,neutral
"04719-3093062748-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 306, 'y': 131, 'w': 99, 'h': 99}",43,Man,white,sad
"04712-3093062741-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Woman,white,angry
"04758-3093062787-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 50, 'y': 9, 'w': 400, 'h': 400}",24,Man,latino hispanic,happy
"04691-3093062720-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,white,sad
"04729-3093062758-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 85, 'y': 67, 'w': 278, 'h': 278}",39,Man,white,neutral
"04671-3093062700-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,white,angry
"04715-3093062744-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,white,angry
"04716-3093062745-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,white,happy
"04718-3093062747-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,middle eastern,sad
"04705-3093062734-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,latino hispanic,angry
"04690-3093062719-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 207, 'y': 129, 'w': 254, 'h': 254}",34,Man,white,neutral
"04731-3093062760-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 206, 'y': 138, 'w': 102, 'h': 102}",48,Man,white,neutral
"04759-3093062788-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 92, 'y': 31, 'w': 115, 'h': 115}",32,Man,white,angry
"04757-3093062786-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,white,disgust
"04744-3093062773-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 267, 'y': 143, 'w': 134, 'h': 134}",24,Man,white,angry
"04730-3093062759-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",22,Man,asian,sad
"04713-3093062742-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,white,fear
"04762-3093062791-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 358, 'y': 71, 'w': 129, 'h': 129}",44,Man,white,sad
"04702-3093062731-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 278, 'y': 104, 'w': 93, 'h': 93}",29,Man,white,fear
"04746-3093062775-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 181, 'y': 117, 'w': 218, 'h': 218}",51,Man,white,neutral
"04704-3093062733-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,asian,neutral
"04697-3093062726-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 88, 'y': 9, 'w': 362, 'h': 362}",33,Man,latino hispanic,fear
"04723-3093062752-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 167, 'y': 41, 'w': 166, 'h': 166}",43,Man,white,neutral
"04756-3093062785-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 199, 'y': 167, 'w': 87, 'h': 87}",44,Man,white,neutral
"04736-3093062765-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 88, 'y': 64, 'w': 325, 'h': 325}",35,Man,white,sad
"04703-3093062732-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,white,sad
"04706-3093062735-portrait photo of an arrogant politician, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed.png",arrogant politician,"{'x': 62, 'y': 124, 'w': 223, 'h': 223}",34,Man,latino hispanic,angry
